concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
5,89.63,51,2,2,1.1
5,102.95,51,2,2,1.0714285714285716
5,90.81,51,6,3,1.210526315789474
5,103.91,51,768,4,1.5500000000000003
5,122.72,107,768,4,1.5500000000000003
5,65.76,107,768,4,1.5500000000000003
