concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
4,90.29,191,18432,16,5.703703703703703
4,166.47,191,254803968,16,6.346153846153845
4,134.68,191,4586471424,20,6.633333333333333
4,94.19,191,4586471424,20,6.633333333333333
