concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
2,258.98,30,65536,2,1.32
2,145.19,31,262144,2,1.3
2,135.91,33,262144,2,1.3
2,126.74,34,32768,2,1.3125000000000002
