concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
1,216.27,30,1,1,1
1,106.76,31,1,1,1
1,138.94,32,1,1,1
1,133.45,33,1,1,1
1,131.53,33,1,1,1
