concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
3,137.22,98,2654208,12,5.422222222222222
3,140.46,98,21233664,12,5.407407407407408
3,140.87,98,254803968,12,5.6000000000000005
3,116.94,98,254803968,12,5.6000000000000005
