concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
20,42565.89,168,6265849268444237660160000000000,5864,774.5166666666667
20,45235.60,170,6265849268444237660160000000000,5864,774.5166666666667
20,43126.52,178,6265849268444237660160000000000,5864,774.5166666666667
