concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
5,77.77,35,1728,25,6.6000000000000005
5,165.28,35,71663616,28,7.7333333333333325
5,98.60,36,6879707136,28,7.7333333333333325
5,147.33,39,6879707136,28,7.7333333333333325
