concurrency,executionTime,memoryUse
1,149.8888,77.22
2,133.12205128205136,76.64102564102564
3,132.29103448275865,76
4,142.0622222222222,78.11111111111111
5,147.77323529411763,77.11764705882354
6,205.13838709677415,68.74193548387096
10,2476.8444444444444,96.14814814814815
12,34123.49,118.92307692307692
15,12114.083437500001,132.03125
20,257526.28185185182,201.2962962962963
30,493772.50440000003,282.96
60,403904.24521739135,223.2608695652174
