concurrency,executionTime,memoryUse,totalPaths,maxPaths,avgPaths
1,246.88600000000002,75.7,1,1,1
2,1006.2959999999999,118.1,33520,33520,6160.735027322405
3,1775.4975,168.75,58432,58432,12903.511338797816
4,254.935,83.5,960,960,98.19672131147541
5,370.8,83.5,4352,4352,569.3524590163935
6,211.88,81,208,208,77.09836065573771
10,2975.325,185.5,92160,92160,28899.63114754099
