concurrency,executionTime,memoryUse
1,195.06724137931033,90.20689655172414
2,196.5134615384615,90.3076923076923
4,219.75250000000003,90.33333333333333
5,225.20916666666665,90.70833333333333
8,295.6195652173912,92.04347826086956
10,678.385238095238,97.04761904761905
20,96303.51666666665,143.625
40,568.7719999999998,88.75
