concurrency,executionTime,memoryUse
1,141.56909090909087,79.81818181818181
2,939.4729166666666,137.29166666666666
3,28653.361153846156,638.4038461538462
4,53487.1315909091,806.0454545454545
5,89613.94833333332,1024.2222222222222
6,66505.90432432434,903.1351351351351
10,41570.616666666676,1024.090909090909
12,41059.53193548387,965.5806451612904
15,58207.10387096773,1024.1935483870968
20,41391.37178571429,1024.25
30,74510.34576923077,1024.1923076923076
60,84224.60720000001,1024.12
