concurrency,cpuTime,mem,totalPaths,maxPaths,avgPaths
4,86.92,135,4,4,3.428571428571429
4,88.50,135,16,16,6.782608695652175
4,89.99,135,16,16,6.782608695652175
4,74.81,135,192,192,31.87096774193548
4,95.91,135,192,192,54.11111111111111
4,941.04,144,36864,36864,4380.9629629629635
4,747.32,176,36864,36864,4380.9629629629635
4,579.57,178,36864,36864,4380.9629629629635
4,3569.92,360,221184,221184,14631.525423728815
