concurrency,executionTime,memoryUse,totalPaths,maxPaths,avgPaths
1,141.56909090909087,79.81818181818181,1,1,1
2,939.4729166666666,137.29166666666666,40469,40469.166666666664,4044.093667893659
3,1392.1754166666663,188,65902,65902.58333333333,8957.155971572445
4,3260.076153846154,285.6923076923077,207071,207071.07692307694,30871.079214511465
6,1003.142,128.8,44473,44473.6,6024.3806535947715
12,711.03,116,26244,26244,5142.583333333334
