0, 11, 1374, 1374, 1426, 9973, 10029
0, 11, 473, 473, 511, 9015, 9035
0, 11, 863, 863, 905, 8575, 8607
0, 10, 692, 692, 748, 8267, 8307
0, 10, 788, 789, 839, 8478, 8525
0, 8, 885, 885, 933, 9433, 9466
0, 9, 1401, 1401, 1447, 9974, 10026
0, 9, 937, 937, 979, 8623, 8689
0, 11, 2120, 2120, 2173, 10144, 10201
0, 10, 796, 796, 846, 8434, 8452
0, 10, 636, 636, 675, 9167, 9213
0, 11, 1043, 1044, 1080, 9582, 9612
0, 10, 711, 711, 753, 9289, 9334
0, 22, 1016, 1016, 1056, 9600, 9673
0, 9, 193, 193, 222, 7734, 7754
0, 10, 1136, 1137, 1183, 9725, 9747
0, 10, 1443, 1443, 1483, 9987, 10026
0, 12, 1146, 1147, 1202, 9631, 9671
0, 10, 760, 760, 803, 10406, 10451
0, 10, 832, 832, 878, 10421, 10479
0, 10, 995, 995, 1043, 9537, 9584
0, 10, 259, 259, 309, 8764, 8793
0, 10, 817, 817, 865, 9429, 9493
0, 14, 1156, 1161, 1210, 9719, 9759
0, 22, 662, 662, 681, 8233, 8292
0, 19, 1263, 1263, 1317, 9882, 9919
0, 11, 1082, 1082, 1130, 10260, 10309
0, 11, 370, 370, 424, 8904, 9068
0, 10, 1088, 1088, 1138, 9611, 9635
0, 8, 1306, 1307, 1359, 9869, 9901
0, 9, 496, 496, 534, 10055, 10104
0, 9, 1501, 1501, 1552, 10215, 10275
0, 10, 841, 841, 897, 8527, 8551
0, 9, 573, 573, 630, 9106, 9152
0, 10, 792, 793, 825, 8394, 8450
0, 10, 701, 702, 755, 10655, 10777
0, 10, 1084, 1084, 1141, 9661, 9689
0, 10, 1400, 1400, 1453, 9983, 10029
0, 10, 670, 670, 716, 9338, 9388
0, 11, 712, 712, 691, 8273, 8299
0, 11, 1118, 1118, 1156, 9626, 9666
0, 11, 177, 177, 233, 8765, 8795
0, 17, 1295, 1296, 1335, 9820, 9867
0, 26, 849, 850, 902, 9386, 9417
0, 11, 942, 942, 993, 9477, 9519
0, 9, 865, 865, 899, 8460, 8491
0, 10, 1015, 1015, 243, 8749, 8861
0, 11, 678, 679, 732, 9238, 9254
0, 10, 526, 527, 563, 8990, 9021
0, 10, 953, 953, 1004, 8610, 8637
0, 10, 370, 370, 426, 11912, 11976
0, 10, 1422, 1422, 1478, 9927, 9963
0, 12, 582, 582, 652, 9143, 9186
0, 10, 824, 824, 873, 8574, 8587
0, 9, 625, 625, 648, 8370, 8391
0, 9, 766, 767, 816, 9327, 9372
0, 24, 1127, 1127, 1158, 11362, 11509
0, 10, 902, 903, 934, 9428, 9504
0, 10, 1550, 1550, 1584, 10086, 10128
0, 10, 851, 851, 890, 8458, 8486
0, 11, 464, 464, 504, 8751, 8812
0, 11, 782, 782, 759, 9185, 9273
0, 10, 861, 862, 908, 9211, 9247
0, 10, 940, 940, 986, 9514, 9536
0, 11, 207, 207, 229, 8770, 8805
0, 10, 1419, 1419, 1464, 9979, 10083
0, 21, 687, 687, 723, 9186, 9220
0, 10, 975, 975, 1028, 9563, 9586
0, 25, 1552, 1552, 1584, 10066, 10085
0, 10, 974, 974, 1034, 9481, 9516
0, 12, 974, 974, 994, 8651, 8686
0, 9, 776, 776, 812, 9413, 9431
0, 9, 275, 275, 327, 8838, 8861
0, 11, 1515, 1516, 1541, 10124, 10263
0, 10, 718, 718, 773, 9340, 9387
0, 10, 1399, 1399, 1447, 9941, 9960
0, 10, 720, 720, 767, 9294, 9343
0, 11, 650, 650, 629, 8255, 8294
0, 10, 1570, 1570, 1608, 10113, 10306
0, 11, 1264, 1264, 1310, 9968, 10008
0, 9, 1276, 1277, 1321, 9845, 9899
0, 9, 172, 172, 204, 8756, 8789
0, 9, 1331, 1331, 1383, 9921, 9972
0, 10, 930, 930, 956, 8593, 8652
0, 11, 1140, 1140, 1195, 9702, 9746
0, 12, 686, 686, 787, 9139, 9192
0, 10, 954, 962, 1024, 9479, 9519
0, 10, 746, 746, 728, 9287, 9315
0, 22, 640, 640, 683, 9192, 9238
0, 9, 696, 696, 736, 8326, 8375
0, 11, 401, 401, 434, 8952, 8992
0, 11, 1254, 1254, 1308, 9897, 9969
0, 13, 660, 660, 696, 9225, 9304
0, 10, 859, 859, 890, 8547, 8638
0, 10, 908, 908, 958, 9417, 9434
0, 11, 525, 525, 556, 8801, 8839
0, 54, 448, 448, 501, 8984, 9010
0, 11, 1576, 1587, 1632, 10140, 10169
0, 10, 776, 777, 835, 8465, 8503
0, 26, 359, 359, 405, 8965, 8998
